Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,16,221397.8125,40983.75,29863.25
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,13,159987.84615,24571.615385,18974.923077
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,13,106186.92308,17686.769231,10408.230769
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,42,304927.40476,71629.190476,40866.690476
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,23,103835.21739,23000.826087,17789.434783
10033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,11,187609.18182,38483.909091,29118.454545
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,15,39187.066667,15347.066667,14043.6
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,33,31143.969697,7880.030303,6546.1212121
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,18,28189.888889,5537.9444444,3685.7222222
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,19,26156.105263,6285.6315789,4997.2105263
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",71,OTHER CEREBROVASCULAR DISORDERS WITH CC,16,30136.0,8256.5625,7134.5625
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",176,PULMONARY EMBOLISM WITHOUT MCC,13,19649.076923,6371.8461538,5242.0
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,47,41540.893617,12945.574468,11713.574468
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,19,26333.894737,7693.4736842,6750.3157895
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,13,48637.076923,9581.3076923,8200.3846154
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,32,27875.5625,8580.0,7509.0
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,32,23473.1875,6646.25,5626.25
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,44,35160.636364,10273.159091,9067.7045455
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,75,23673.533333,6459.5733333,4820.3066667
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,14,20645.785714,4861.6428571,3579.3571429
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",13,39192.0,12200.384615,10553.153846
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",18,30228.611111,8413.0,6962.3333333
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",291,HEART FAILURE AND SHOCK WITH MCC,158,25497.607595,10083.037975,8716.6202532
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",292,HEART FAILURE AND SHOCK WITH CC,15,22950.933333,6752.8,5882.4
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",305,HYPERTENSION WITHOUT MCC,19,22750.315789,5874.7894737,4672.2631579
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,21,24610.0,5973.5238095,4326.3809524
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,15,16578.733333,4350.7333333,2827.5333333
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",312,SYNCOPE AND COLLAPSE,24,25434.75,6721.125,5429.125
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",313,CHEST PAIN,21,15103.0,5615.8571429,4294.7142857
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,13,43839.923077,14090.615385,12584.153846
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,28,23889.678571,8026.1071429,6172.1071429
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",389,GASTROINTESTINAL OBSTRUCTION WITH CC,17,17034.705882,6299.6470588,4408.3529412
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",13,27365.153846,9879.7692308,8626.8461538
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",63,21022.349206,6203.7142857,4607.7619048
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,11,23177.454545,8035.0,7589.9090909
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,27,58221.518519,16121.222222,14610.111111
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,23,64784.043478,16430.695652,15011.565217
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",552,MEDICAL BACK PROBLEMS WITHOUT MCC,18,23666.777778,7448.7222222,6128.9444444
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",11,18281.0,6913.8181818,5726.9090909
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",603,CELLULITIS WITHOUT MCC,30,20810.766667,6858.6333333,5621.0333333
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",638,DIABETES WITH CC,12,25875.75,6971.0,5747.0
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",37,25874.864865,10193.378378,8820.972973
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",73,19117.534247,6095.9726027,4905.0136986
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",683,RENAL FAILURE WITH CC,21,23523.52381,7007.2380952,5686.0952381
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,38,27426.078947,9056.3421053,8025.6052632
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,100,21428.04,6531.85,5105.05
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,28,35773.071429,12698.821429,11661.142857
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,16,21396.1875,8179.3125,6201.8125
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",812,RED BLOOD CELL DISORDERS WITHOUT MCC,31,17714.354839,6987.4516129,5947.7096774
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,16,80653.625,38315.1875,36377.1875
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,11,39858.363636,16059.818182,13291.636364
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,194,42913.402062,15277.721649,13957.520619
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,71,25995.478873,7948.3802817,6480.2394366
10035,Cullman Regional Medical Center,Cullman,1912 Alabama Highway 157,1,35058,AL,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,30,25023.633333,13355.4,12267.4
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,14,52576.5,11883.428571,10294.285714
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,12,75119.916667,11265.75,7803.6666667
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,15,41846.466667,8457.4,7369.4
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,20,46481.1,9583.65,8114.85
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,15,37064.2,6534.0666667,5228.4666667
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",291,HEART FAILURE AND SHOCK WITH MCC,40,41488.05,9338.325,8278.325
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",26,40106.230769,6253.0,5170.2307692
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,17,93977.647059,15938.764706,10322.705882
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",11,37051.181818,6243.9090909,4760.2727273
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,12,57260.333333,8799.25,7847.25
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,30,36728.533333,6177.9333333,4749.9333333
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,42,67159.309524,14053.238095,12782.0
10036,Andalusia Health,Andalusia,849 South Three Notch Street,1,36420,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,16,49237.4375,7798.875,6778.875
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",14,974696.0,162908.64286,158400.85714
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",17,480044.41176,101007.94118,74122.941176
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,36,245687.55556,37502.638889,35804.694444
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,30,176258.46667,24668.666667,20842.933333
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",25,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,52,219101.65385,35236.057692,28255.423077
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",26,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,14,194468.5,20334.428571,16655.428571
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",27,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,21,134301.2381,21493.428571,15702.52381
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",36,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,21,86192.904762,12971.952381,10227.952381
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,EXTRACRANIAL PROCEDURES WITH CC,18,68920.277778,14768.777778,8819.0555556
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,50,50631.84,8433.62,6654.56
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54,NERVOUS SYSTEM NEOPLASMS WITH MCC,23,49588.086957,10037.043478,8497.0434783
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",56,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,17,88259.764706,15108.058824,13105.294118
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,53,34068.150943,9559.3584906,8224.2264151
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,123,79201.227642,14755.788618,13262.796748
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,186,46659.752688,7970.0591398,5898.9892473
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,46,28877.347826,5474.9782609,3911.0869565
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,57,35290.245614,6267.5614035,4681.1929825
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71,OTHER CEREBROVASCULAR DISORDERS WITH CC,11,63629.727273,7602.0909091,6107.6363636
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",73,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,11,73681.454545,15334.909091,7841.2727273
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",74,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,19,48811.736842,8516.7894737,6225.1052632
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",82,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,23,62455.391304,16013.130435,14311.521739
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",83,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,31,43837.096774,9975.8709677,8414.1290323
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,13,79188.307692,14175.769231,12544.769231
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,41,41861.512195,10443.512195,7852.0487805
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,29,62673.448276,12398.482759,10867.827586
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,43,37800.116279,7725.5813953,6178.5348837
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,32,70111.3125,16379.59375,11795.34375
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,48,38207.666667,7707.0,5554.375
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163,MAJOR CHEST PROCEDURES WITH MCC,27,175512.25926,30742.481481,25223.666667
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164,MAJOR CHEST PROCEDURES WITH CC,39,118281.0,18737.384615,15607.641026
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,13,88072.769231,12464.307692,10032.923077
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,14,105737.28571,27176.0,26308.714286
10039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,46,52884.695652,10411.23913,8503.3913043
