Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,APC_Cd,APC_Desc,Bene_Cnt,CAPC_Srvcs,Avg_Tot_Sbmtd_Chrgs,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Outlier_Srvcs,Avg_Mdcr_Outlier_Amt
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,151.0,161.0,9496.27981366457,1323.42192546584,1047.59285714286,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,49.0,56.0,17956.9551785714,2261.11125,1789.10124999999,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,26.0,28.0,25027.7382142856,3002.57821428571,2374.42821428571,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,26.0,26.0,37572.5396153846,5342.78999999999,4256.86,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,19.0,19.0,34571.1436842104,2675.97,2132.07,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,70.0,71.0,53559.8204225353,5879.81225352112,4666.08929577464,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,36.0,36.0,81548.1025,11225.3494444444,9625.34944444445,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,39.0,42.0,16045.99,1409.8088095238,1117.70880952381,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,41.0,43.0,19523.9058139535,2941.36046511627,2332.24046511627,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,12.0,13.0,44751.8869230768,4800.26999999999,3824.59999999999,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,103.0,117.0,11432.1082905982,1320.20452991452,1046.43794871795,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,125.0,136.0,23287.0788235294,2658.38823529411,2116.09117647058,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,100.0,138.0,49834.4615217392,4594.86304347826,3654.18710144928,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,388.0,392.0,15442.1557142858,2622.97836734692,1828.72280612244,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,43.0,46.0,31786.779347826,4607.49608695651,3646.81086956521,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,157.0,170.0,61902.0125294117,9214.96417647055,7608.39799999997,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,13.0,13.0,95982.5892307691,15411.59,13811.59,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,53.0,55.0,111137.278909091,20003.1621818181,18403.1621818181,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,56.0,56.0,38859.8219642856,7255.54785714286,5764.03785714285,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,119.0,119.0,52358.0103361352,9279.63277310924,7679.49680672269,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,33.0,33.0,151188.876969697,27928.0872727272,26328.0872727272,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,123.0,126.0,11300.8299206349,1528.51126984127,1208.35722222222,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,27.0,27.0,21742.6581481481,2877.13925925925,2286.72851851851,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,12.0,12.0,22384.4891666666,2309.91,1840.41,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5331,Complex GI Procedures,17.0,17.0,37211.2464705882,4711.41705882352,3748.48764705882,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,54.0,54.0,33621.9224074074,3139.88148148148,2492.70148148148,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,103.0,105.0,36399.3666666667,4583.87266666667,3631.51266666667,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,27.0,27.0,88439.0503703703,7924.85629629629,6324.85629629629,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,77.0,92.0,16944.9615217391,1614.93597826086,1272.22989130434,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,158.0,179.0,28606.8373743017,2848.77067039105,2260.39111731844,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,54.0,55.0,26802.1641818181,4227.17999999999,3368.0,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,13.0,13.0,39029.1469230769,7693.07,6129.44,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,12.0,12.0,22727.9966666666,2404.03916666666,1872.3425,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,12.0,12.0,42095.6374999999,4166.89,3319.95,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5416,Level 6 Gynecologic Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,89.0,107.0,13712.484859813,1569.91112149532,1239.77140186915,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,34.0,38.0,23812.7460526315,3457.66763157894,2720.81763157894,0.0,0.0
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,,,,,,,
10001,Southeast Health Medical Center,1108 Ross Clark Circle,Dothan,AL,1,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,652.0,698.0,11856.4554011467,2137.79919770771,1690.93621776503,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,95.0,110.0,5349.86854545454,1232.69027272727,972.008454545453,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,25.0,28.0,7224.26428571428,2112.03,1656.85,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,21.0,25.0,7423.82080000001,2885.32759999999,2279.57759999999,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,13.0,14.0,9225.955,5152.25,4105.04,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5112,Level 2 Musculoskeletal Procedures,25.0,27.0,4906.80629629629,1050.7674074074,807.359259259259,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5113,Level 3 Musculoskeletal Procedures,78.0,80.0,7734.88449999999,2529.13925,2004.62924999999,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5114,Level 4 Musculoskeletal Procedures,67.0,67.0,14385.403283582,5597.99611940298,4432.47611940297,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5115,Level 5 Musculoskeletal Procedures,102.0,107.0,27670.2316822432,10935.1787850467,9335.17878504671,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5153,Level 3 Airway Endoscopy,11.0,11.0,5986.00272727272,1298.81636363636,1017.13636363636,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5154,Level 4 Airway Endoscopy,12.0,13.0,6935.11230769231,2890.01999999999,2302.61999999999,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5155,Level 5 Airway Endoscopy,12.0,12.0,11634.76,5007.5925,3917.4025,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5163,Level 3 ENT Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5164,Level 4 ENT Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5165,Level 5 ENT Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5182,Level 2 Vascular Procedures,25.0,27.0,3513.11925925925,1251.96111111111,981.583703703703,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5183,Level 3 Vascular Procedures,142.0,175.0,12256.9768,2567.78759999999,2045.62725714286,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5184,Level 4 Vascular Procedures,41.0,56.0,13924.0369642857,4455.78,3550.11999999999,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5191,Level 1 Endovascular Procedures,20.0,20.0,12328.8185,2388.693,1627.713,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5192,Level 2 Endovascular Procedures,42.0,50.0,20769.3866,4449.3828,3526.3978,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5193,Level 3 Endovascular Procedures,45.0,46.0,37692.9499999999,8866.93478260869,7266.93478260869,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5194,Level 4 Endovascular Procedures,31.0,36.0,74081.2447222222,14863.13,13263.13,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5223,Level 3 Pacemaker and Similar Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5231,Level 1 ICD and Similar Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5232,Level 2 ICD and Similar Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5302,Level 2 Upper GI Procedures,85.0,97.0,5385.64927835051,1481.91835051546,1175.39453608247,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5303,Level 3 Upper GI Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5313,Level 3 Lower GI Procedures,11.0,11.0,8364.58909090909,2066.18636363636,1613.43636363636,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5331,Complex GI Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5341,Abdominal/Peritoneal/Biliary and Related Procedures,24.0,24.0,9783.39291666666,3070.58,2446.48,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5361,Level 1 Laparoscopy and Related Services,84.0,84.0,11637.0051190475,4389.96619047618,3471.43404761905,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5362,Level 2 Laparoscopy and Related Services,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5372,Level 2 Urology and Related Services,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5373,Level 3 Urology and Related Services,47.0,54.0,5985.41740740741,1608.10925925925,1277.81425925925,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5374,Level 4 Urology and Related Services,39.0,46.0,7427.60586956523,2730.48956521738,2164.41739130434,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5375,Level 5 Urology and Related Services,36.0,46.0,9007.41695652176,4076.42999999999,3247.89,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5376,Level 6 Urology and Related Services,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5377,Level 7 Urology and Related Services,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5378,Level 8 Urology and Related Services,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5414,Level 4 Gynecologic Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5415,Level 5 Gynecologic Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5431,Level 1 Nerve Procedures,,11.0,5922.17181818181,1558.63909090909,1225.47272727272,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5462,Level 2 Neurostimulator and Related Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5464,Level 4 Neurostimulator and Related Procedures,14.0,14.0,39410.775,17393.4678571428,15793.4678571428,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5491,Level 1 Intraocular Procedures,36.0,58.0,5483.39465517242,1872.07,1491.57,0.0,0.0
10005,Marshall Medical Centers South Campus,2505 U S Highway 431 North,Boaz,AL,1,35957,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",8011,Comprehensive Observation Services,106.0,107.0,8808.42345794387,2020.37186915888,1590.60186915887,0.0,0.0
10006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,1,35630,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,127.0,134.0,10734.976119403,1285.5345522388,1022.19634328358,0.0,0.0
10006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,1,35630,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,12.0,12.0,15113.8216666666,2222.70166666666,1755.925,0.0,0.0
10006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,1,35630,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
10006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,1,35630,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,15.0,15.0,32259.9479999999,5112.96,4073.73999999999,0.0,0.0
10006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,1,35630,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
